cost,loss,epsilon,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
1e-6,L2_primal,0.01,0.5796791666666666,0.5763452380952381,0.5456666666666666,0.11469435108496863,0.21707866887489827,0.32613346563833123,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.5796791666666666,0.5763452380952381,0.5456666666666666,0.11469435108496863,0.21707866887489827,0.32613346563833123,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.5796791666666666,0.5763452380952381,0.5456666666666666,0.11469435108496863,0.21707866887489827,0.32613346563833123,L2_Logistic_Regression
0.001,L2_primal,0.01,0.5796791666666666,0.5763452380952381,0.5456666666666666,0.11469435108496863,0.21707866887489827,0.32613346563833123,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.5802791666666667,0.5763452380952381,0.5466666666666666,0.11441371285117,0.21707866887489827,0.3253739848836786,L2_Logistic_Regression
0.005,L2_primal,0.01,0.5805625,0.5749285714285715,0.5485,0.11422878125378957,0.21188290322851813,0.3227861937204018,L2_Logistic_Regression
0.01,L2_primal,0.01,0.5812148809523809,0.5749285714285715,0.55225,0.11431135464974522,0.21188290322851813,0.3221433207370244,L2_Logistic_Regression
0.05,L2_primal,0.01,0.5824759920634921,0.5650714285714286,0.5684166666666667,0.11183453469012014,0.19952499883997402,0.3012694039706724,L2_Logistic_Regression
0.1,L2_primal,0.01,0.5845099206349207,0.5577023809523809,0.5818333333333333,0.11030172531792556,0.19224797774003718,0.2872363452535517,L2_Logistic_Regression
0.25,L2_primal,0.01,0.5831303571428571,0.5398333333333333,0.6046666666666667,0.10945536654865164,0.173910817936675,0.2554823773070487,L2_Logistic_Regression
0.5,L2_primal,0.01,0.5777869047619048,0.5221309523809524,0.6189166666666667,0.10566091821281115,0.16734535140212467,0.22866640234685925,L2_Logistic_Regression
1,L2_primal,0.01,0.5721295634920635,0.5016547619047619,0.6405833333333333,0.10666379256652919,0.1599355558629587,0.2065346305134808,L2_Logistic_Regression
10,L2_primal,0.01,0.5242329365079365,0.45503571428571427,0.6231666666666666,0.12275036825960604,0.1722816139856061,0.21354071526118898,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.5493001984126984,0.5915952380952381,0.44475,0.17722131059573684,0.32653869641182326,0.35160387676046345,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.5493001984126984,0.5915952380952381,0.44475,0.17722131059573684,0.32653869641182326,0.35160387676046345,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.5493001984126984,0.5915952380952381,0.44475,0.17722131059573684,0.32653869641182326,0.35160387676046345,L2_Logistic_Regression
0.001,L2_primal,0.01,0.5493001984126984,0.5915952380952381,0.44475,0.17722131059573684,0.32653869641182326,0.35160387676046345,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.5493001984126984,0.5915952380952381,0.44308333333333333,0.17722131059573684,0.32653869641182326,0.34974377436230747,L2_Logistic_Regression
0.005,L2_primal,0.01,0.5493001984126984,0.5895952380952381,0.4439166666666667,0.1772635006432705,0.3270958914699553,0.3500784689097477,L2_Logistic_Regression
0.01,L2_primal,0.01,0.548594246031746,0.5840952380952381,0.44925,0.17831899581904295,0.3279478773766788,0.3471680817645706,L2_Logistic_Regression
0.05,L2_primal,0.01,0.5524535714285714,0.5765476190476191,0.465,0.18086816260471428,0.31478843660386524,0.3345038076314424,L2_Logistic_Regression
0.1,L2_primal,0.01,0.5518355158730158,0.5691785714285714,0.46625,0.18049623644384621,0.3018679900334417,0.31865258224939014,L2_Logistic_Regression
0.25,L2_primal,0.01,0.5568361111111111,0.5440238095238096,0.4896666666666667,0.17789056753088536,0.27957082516523796,0.3056720452025566,L2_Logistic_Regression
0.5,L2_primal,0.01,0.5589003968253968,0.5139047619047619,0.53125,0.1762493712493725,0.26767400242538575,0.29638590548352817,L2_Logistic_Regression
1,L2_primal,0.01,0.5603680555555556,0.4835952380952381,0.5521666666666667,0.17134474076591885,0.24925221062539557,0.28076384404881943,L2_Logistic_Regression
10,L2_primal,0.01,0.5274055555555556,0.42605952380952383,0.5695833333333333,0.16535933472565237,0.22122465472017433,0.2294206374033404,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.5242656746031746,0.5566904761904762,0.467,0.1552648072193044,0.3082401447001545,0.3557337632688594,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.5242656746031746,0.5566904761904762,0.467,0.1552648072193044,0.3082401447001545,0.3557337632688594,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.5242656746031746,0.5566904761904762,0.467,0.1552648072193044,0.3082401447001545,0.3557337632688594,L2_Logistic_Regression
0.001,L2_primal,0.01,0.5242656746031746,0.5566904761904762,0.467,0.1552648072193044,0.3082401447001545,0.3557337632688594,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.5245156746031746,0.5566904761904762,0.46908333333333335,0.1552657932531004,0.3082401447001545,0.3540047565664786,L2_Logistic_Regression
0.005,L2_primal,0.01,0.5249601190476191,0.5558571428571428,0.47341666666666665,0.15558786209905237,0.30816661235319653,0.3528028376684207,L2_Logistic_Regression
0.01,L2_primal,0.01,0.5259434523809524,0.5528571428571428,0.47275,0.15507708054719568,0.30537008963950746,0.34821943791272886,L2_Logistic_Regression
0.05,L2_primal,0.01,0.5304934523809524,0.5320595238095238,0.49191666666666667,0.1546723587369747,0.2896181685000726,0.33144767102284134,L2_Logistic_Regression
0.1,L2_primal,0.01,0.5346438492063492,0.5154761904761904,0.512,0.153098733692563,0.28614299415115885,0.31763345322651165,L2_Logistic_Regression
0.25,L2_primal,0.01,0.5431317460317461,0.4911785714285714,0.5525833333333333,0.151269811366746,0.27052487410861187,0.28504066094499536,L2_Logistic_Regression
0.5,L2_primal,0.01,0.5456553571428572,0.4516904761904762,0.5845833333333333,0.15287710033597873,0.24073691144418083,0.26564890316793555,L2_Logistic_Regression
1,L2_primal,0.01,0.5530853174603174,0.4354047619047619,0.6146666666666667,0.15186366557882336,0.229377778999395,0.22659916228039176,L2_Logistic_Regression
10,L2_primal,0.01,0.5462759920634921,0.47788095238095235,0.54425,0.15871131090228402,0.2287181458110068,0.24454174088979017,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.4458248015873016,0.46295238095238095,0.5611666666666667,0.18088741728925445,0.29873980314026943,0.3902536434136841,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.4458248015873016,0.46295238095238095,0.5611666666666667,0.18088741728925445,0.29873980314026943,0.3902536434136841,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.4458248015873016,0.46295238095238095,0.5611666666666667,0.18088741728925445,0.29873980314026943,0.3902536434136841,L2_Logistic_Regression
0.001,L2_primal,0.01,0.4458248015873016,0.46295238095238095,0.5611666666666667,0.18088741728925445,0.29873980314026943,0.3902536434136841,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.4458248015873016,0.46295238095238095,0.5611666666666667,0.18088741728925445,0.29873980314026943,0.3902536434136841,L2_Logistic_Regression
0.005,L2_primal,0.01,0.4458878968253968,0.46266666666666667,0.5619166666666666,0.18073509145846173,0.29734136459614663,0.38685252818026666,L2_Logistic_Regression
0.01,L2_primal,0.01,0.44625853174603175,0.4623809523809524,0.5630833333333334,0.17964321159927962,0.2953386192326621,0.3837859737484003,L2_Logistic_Regression
0.05,L2_primal,0.01,0.4477077380952381,0.4548452380952381,0.5749166666666666,0.17838836100088312,0.284142439605208,0.37362066256764687,L2_Logistic_Regression
0.1,L2_primal,0.01,0.450890873015873,0.4419166666666667,0.58575,0.17667839099519664,0.2739580937896974,0.364702357934175,L2_Logistic_Regression
0.25,L2_primal,0.01,0.4524619047619048,0.41651190476190475,0.6164166666666666,0.16898347295035865,0.2591368759136773,0.35216280584441645,L2_Logistic_Regression
