"x"
16.008
14.817
16.627
15.398
13.798
13.999
13.763
13.58
14.255
17.052
16.633
15.855
17.416
15.567
15.205
14.74
13.259
15.513
15.924
14.981
16.387
15.999
16.556
15.966
17.315
15.74
16.73
16.025
16.694
16.12
17.054
16.412
16.49
16.786
16.103
13.729
14.907
13.89
15.819
16.876
16.378
15.481
15.696
16.344
15.74
16.304
16.018
16.381
16.358
17.054
15.944
15.825
15.586
15.956
16.453
15.098
16.47
14.45
14.854
13.844
14.065
14.704
14.379
15.759
15.616
14.854
16.411
16.181
14.695
15.559
15.912
15.271
17.113
15.316
15.587
15.788
15.28
15.972
15.301
15.274
16.438
16.182
16.815
16.11
19.3
15.822
15.508
15.623
15.344
16.497
17.061
15.982
15.65
16.12
15.725
15.753
14.696
15.501
13.7
14.308
