"x"
15.304
15.033
16.43
15.268
13.321
14.144
15.168
15.235
14.01
16.608
16.842
16.18
16.141
14.721
14.39
14.692
13.65
16.45
15.376
16.216
15.617
16.511
18.893
15.248
15.796
15.744
15.097
15.691
16.163
17.744
15.373
15.133
15.924
16.266
15.255
14.911
14.575
13.889
16.335
16.32
15.866
16.044
15.152
16.005
17.215
15.645
15.429
16.582
16.297
16.657
16.455
16.609
18.782
16.851
17.082
15.779
16.739
14.331
14.29
13.908
15.23
13.61
14.519
16.717
16.095
15.276
16.305
16.408
16.012
16.331
15.601
16.07
16.694
15.765
16.45
17.009
15.994
15.88
15.319
14.991
15.701
16.144
15.454
17.816
16.267
16.742
16.205
16.603
14.575
16.198
16.537
16.155
15.575
16.59
15.801
14.409
14.553
14.414
13.967
15.999
