cost,loss,epsilon,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
0.01,L2_primal,0.01,0.5678265873015873,0.4325,0.7193333333333334,0.1427612071830453,0.28286121864215547,0.19946715959507022,L2_Logistic_Regression
0.05,L2_primal,0.01,0.5702637896825397,0.42383333333333334,0.7165654761904762,0.13402237464328196,0.26979172851062844,0.18922939249981122,L2_Logistic_Regression
0.1,L2_primal,0.01,0.5770144841269841,0.4339166666666667,0.7122083333333333,0.1297691366230489,0.2534870021237239,0.1876580604650523,L2_Logistic_Regression
0.25,L2_primal,0.01,0.5927001984126984,0.4555,0.6878928571428571,0.12875304342402705,0.24391597485965624,0.18260605653489606,L2_Logistic_Regression
0.5,L2_primal,0.01,0.6071390873015873,0.4785833333333333,0.6717380952380952,0.12806670414815913,0.22848747380102796,0.18075640355372516,L2_Logistic_Regression
1,L2_primal,0.01,0.6207267857142857,0.5033333333333333,0.6535238095238095,0.12899552796491104,0.21624427323355716,0.1752544628710782,L2_Logistic_Regression
10,L2_primal,0.01,0.6493735119047619,0.54775,0.6284345238095238,0.12741060062323342,0.20520636546854662,0.1728843616896447,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.6942148809523809,0.5928333333333333,0.7048809523809524,0.14775516095913138,0.2521626724960199,0.2236848473842257,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.6942148809523809,0.5928333333333333,0.7048809523809524,0.14775516095913138,0.2521626724960199,0.2236848473842257,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.6942148809523809,0.5928333333333333,0.7048809523809524,0.14775516095913138,0.2521626724960199,0.2236848473842257,L2_Logistic_Regression
0.001,L2_primal,0.01,0.6958034722222223,0.5918333333333333,0.706595238095238,0.14707192690498913,0.2525304101295545,0.2248115054208969,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.6988633928571428,0.5926666666666667,0.7131904761904762,0.14682499200119106,0.25000078168498674,0.22179676680130267,L2_Logistic_Regression
0.005,L2_primal,0.01,0.7032469246031746,0.58925,0.7172857142857143,0.14687046231797338,0.2503425765612147,0.22334729498067424,L2_Logistic_Regression
