row,column,cor,p
Otu01763,Otu04764,1,0
Otu01942,Otu04764,1,0
Otu04275,Otu04764,1,0
Otu01481,Otu04773,1,0
Otu01656,Otu04773,1,0
Otu03083,Otu04773,1,0
Otu03759,Otu04773,1,0
Otu00485,Otu04775,1,0
Otu01565,Otu04775,1,0
Otu01861,Otu04775,1,0
Otu01937,Otu04775,1,0
Otu02397,Otu04775,1,0
Otu02436,Otu04775,1,0
Otu02689,Otu04775,1,0
Otu03267,Otu04775,1,0
Otu03311,Otu04775,1,0
Otu03345,Otu04775,1,0
Otu00580,Otu04786,1,0
Otu00649,Otu04786,1,0
Otu00703,Otu04786,1,0
Otu00801,Otu04786,1,0
Otu00857,Otu04786,1,0
Otu00988,Otu04786,1,0
Otu01282,Otu04786,1,0
Otu01314,Otu04786,1,0
Otu01363,Otu04786,1,0
Otu01401,Otu04786,1,0
Otu01411,Otu04786,1,0
Otu01414,Otu04786,1,0
Otu01563,Otu04786,1,0
Otu01573,Otu04786,1,0
Otu01674,Otu04786,1,0
Otu01697,Otu04786,1,0
Otu01831,Otu04786,1,0
Otu01986,Otu04786,1,0
Otu02053,Otu04786,1,0
Otu02059,Otu04786,1,0
Otu02061,Otu04786,1,0
Otu02175,Otu04786,1,0
Otu02198,Otu04786,1,0
Otu02200,Otu04786,1,0
Otu02238,Otu04786,1,0
Otu02339,Otu04786,1,0
Otu02432,Otu04786,1,0
Otu02447,Otu04786,1,0
Otu02559,Otu04786,1,0
Otu02615,Otu04786,1,0
Otu03150,Otu04786,1,0
Otu03193,Otu04786,1,0
Otu03307,Otu04786,1,0
Otu03504,Otu04786,1,0
Otu03613,Otu04786,1,0
Otu03655,Otu04786,1,0
Otu03736,Otu04786,1,0
Otu03961,Otu04786,1,0
Otu04175,Otu04786,1,0
Otu04286,Otu04786,1,0
Otu04355,Otu04786,1,0
Otu04474,Otu04786,1,0
Otu04613,Otu04786,1,0
Otu04689,Otu04786,1,0
Otu00580,Otu04796,1,0
Otu00649,Otu04796,1,0
Otu00703,Otu04796,1,0
Otu00801,Otu04796,1,0
Otu00857,Otu04796,1,0
Otu00988,Otu04796,1,0
Otu01282,Otu04796,1,0
Otu01314,Otu04796,1,0
Otu01363,Otu04796,1,0
Otu01401,Otu04796,1,0
Otu01411,Otu04796,1,0
Otu01414,Otu04796,1,0
Otu01563,Otu04796,1,0
Otu01573,Otu04796,1,0
Otu01674,Otu04796,1,0
Otu01697,Otu04796,1,0
Otu01831,Otu04796,1,0
Otu01986,Otu04796,1,0
Otu02053,Otu04796,1,0
Otu02059,Otu04796,1,0
Otu02061,Otu04796,1,0
Otu02175,Otu04796,1,0
Otu02198,Otu04796,1,0
Otu02200,Otu04796,1,0
Otu02238,Otu04796,1,0
Otu02339,Otu04796,1,0
Otu02432,Otu04796,1,0
Otu02447,Otu04796,1,0
Otu02559,Otu04796,1,0
Otu02615,Otu04796,1,0
Otu03150,Otu04796,1,0
Otu03193,Otu04796,1,0
Otu03307,Otu04796,1,0
Otu03504,Otu04796,1,0
Otu03613,Otu04796,1,0
Otu03655,Otu04796,1,0
Otu03736,Otu04796,1,0
Otu03961,Otu04796,1,0
Otu04175,Otu04796,1,0
Otu04286,Otu04796,1,0
Otu04355,Otu04796,1,0
Otu04474,Otu04796,1,0
Otu04613,Otu04796,1,0
Otu04689,Otu04796,1,0
Otu04786,Otu04796,1,0
Otu00520,Otu04810,1,0
Otu00533,Otu04810,1,0
Otu00658,Otu04810,1,0
Otu00841,Otu04810,1,0
Otu01161,Otu04810,1,0
Otu01248,Otu04810,1,0
Otu01410,Otu04810,1,0
Otu01463,Otu04810,1,0
Otu01826,Otu04810,1,0
Otu01948,Otu04810,1,0
Otu01990,Otu04810,1,0
Otu02004,Otu04810,1,0
Otu02293,Otu04810,1,0
Otu02354,Otu04810,1,0
Otu02438,Otu04810,1,0
Otu02950,Otu04810,1,0
Otu02993,Otu04810,1,0
Otu03389,Otu04810,1,0
Otu04026,Otu04810,1,0
Otu04321,Otu04810,1,0
Otu04360,Otu04810,1,0
Otu00587,Otu04828,1,0
Otu00990,Otu04828,1,0
Otu01353,Otu04828,1,0
Otu01810,Otu04828,1,0
Otu01945,Otu04828,1,0
Otu02224,Otu04828,1,0
Otu02226,Otu04828,1,0
Otu02636,Otu04828,1,0
Otu02672,Otu04828,1,0
Otu02804,Otu04828,1,0
Otu02887,Otu04828,1,0
Otu03278,Otu04828,1,0
Otu03702,Otu04828,1,0
Otu04098,Otu04828,1,0
Otu04117,Otu04828,1,0
Otu04185,Otu04828,1,0
Otu04211,Otu04828,1,0
Otu00716,Otu04836,1,0
Otu00804,Otu04836,1,0
Otu00881,Otu04836,1,0
Otu01094,Otu04836,1,0
Otu01232,Otu04836,1,0
Otu01236,Otu04836,1,0
Otu01294,Otu04836,1,0
Otu01316,Otu04836,1,0
Otu01452,Otu04836,1,0
Otu01689,Otu04836,1,0
Otu01735,Otu04836,1,0
Otu01801,Otu04836,1,0
Otu02043,Otu04836,1,0
Otu02106,Otu04836,1,0
Otu02396,Otu04836,1,0
Otu02510,Otu04836,1,0
Otu02531,Otu04836,1,0
Otu02677,Otu04836,1,0
Otu02867,Otu04836,1,0
Otu02888,Otu04836,1,0
Otu03001,Otu04836,1,0
Otu03016,Otu04836,1,0
Otu03132,Otu04836,1,0
Otu03178,Otu04836,1,0
Otu03302,Otu04836,1,0
Otu03395,Otu04836,1,0
Otu03518,Otu04836,1,0
Otu04703,Otu04836,1,0
Otu04762,Otu04836,1,0
Otu00580,Otu04850,1,0
Otu00649,Otu04850,1,0
Otu00703,Otu04850,1,0
Otu00801,Otu04850,1,0
Otu00857,Otu04850,1,0
Otu00988,Otu04850,1,0
Otu01282,Otu04850,1,0
Otu01314,Otu04850,1,0
Otu01363,Otu04850,1,0
Otu01401,Otu04850,1,0
Otu01411,Otu04850,1,0
Otu01414,Otu04850,1,0
Otu01563,Otu04850,1,0
Otu01573,Otu04850,1,0
Otu01674,Otu04850,1,0
Otu01697,Otu04850,1,0
Otu01831,Otu04850,1,0
Otu01986,Otu04850,1,0
Otu02053,Otu04850,1,0
Otu02059,Otu04850,1,0
Otu02061,Otu04850,1,0
Otu02175,Otu04850,1,0
Otu02198,Otu04850,1,0
Otu02200,Otu04850,1,0
Otu02238,Otu04850,1,0
Otu02339,Otu04850,1,0
Otu02432,Otu04850,1,0
Otu02447,Otu04850,1,0
Otu02559,Otu04850,1,0
Otu02615,Otu04850,1,0
Otu03150,Otu04850,1,0
Otu03193,Otu04850,1,0
Otu03307,Otu04850,1,0
Otu03504,Otu04850,1,0
Otu03613,Otu04850,1,0
Otu03655,Otu04850,1,0
Otu03736,Otu04850,1,0
Otu03961,Otu04850,1,0
Otu04175,Otu04850,1,0
Otu04286,Otu04850,1,0
Otu04355,Otu04850,1,0
Otu04474,Otu04850,1,0
Otu04613,Otu04850,1,0
Otu04689,Otu04850,1,0
Otu04786,Otu04850,1,0
Otu04796,Otu04850,1,0
Otu01448,Otu04858,1,0
Otu01522,Otu04858,1,0
Otu01612,Otu04858,1,0
Otu01894,Otu04858,1,0
Otu02332,Otu04858,1,0
Otu02533,Otu04858,1,0
Otu02573,Otu04858,1,0
Otu03210,Otu04858,1,0
Otu03365,Otu04858,1,0
Otu03488,Otu04858,1,0
Otu03588,Otu04858,1,0
Otu03624,Otu04858,1,0
Otu03895,Otu04858,1,0
Otu04010,Otu04858,1,0
Otu00302,Otu04882,1,0
Otu00308,Otu04882,1,0
Otu00348,Otu04882,1,0
Otu00677,Otu04882,1,0
Otu00701,Otu04882,1,0
Otu00789,Otu04882,1,0
Otu00937,Otu04882,1,0
Otu00949,Otu04882,1,0
Otu01018,Otu04882,1,0
Otu01067,Otu04882,1,0
Otu01215,Otu04882,1,0
Otu01378,Otu04882,1,0
Otu01407,Otu04882,1,0
Otu01462,Otu04882,1,0
Otu01501,Otu04882,1,0
Otu01608,Otu04882,1,0
Otu02180,Otu04882,1,0
Otu02305,Otu04882,1,0
Otu02508,Otu04882,1,0
Otu02580,Otu04882,1,0
Otu02654,Otu04882,1,0
Otu03667,Otu04882,1,0
Otu03782,Otu04882,1,0
Otu03819,Otu04882,1,0
Otu04205,Otu04882,1,0
Otu04207,Otu04882,1,0
Otu00977,Otu04894,1,0
Otu00987,Otu04894,1,0
Otu01213,Otu04894,1,0
Otu01406,Otu04894,1,0
Otu02833,Otu04894,1,0
Otu02886,Otu04894,1,0
Otu02908,Otu04894,1,0
Otu03400,Otu04894,1,0
Otu03426,Otu04894,1,0
Otu03493,Otu04894,1,0
Otu03515,Otu04894,1,0
Otu00236,Otu04918,1,0
Otu00637,Otu04918,1,0
Otu00679,Otu04918,1,0
Otu00733,Otu04918,1,0
Otu00749,Otu04918,1,0
Otu00780,Otu04918,1,0
Otu00816,Otu04918,1,0
Otu00883,Otu04918,1,0
Otu01002,Otu04918,1,0
Otu01210,Otu04918,1,0
Otu01260,Otu04918,1,0
Otu01385,Otu04918,1,0
Otu01554,Otu04918,1,0
Otu01600,Otu04918,1,0
Otu01605,Otu04918,1,0
Otu01797,Otu04918,1,0
Otu01818,Otu04918,1,0
Otu02258,Otu04918,1,0
Otu02260,Otu04918,1,0
Otu02421,Otu04918,1,0
Otu02435,Otu04918,1,0
Otu02755,Otu04918,1,0
Otu02838,Otu04918,1,0
Otu02953,Otu04918,1,0
Otu03299,Otu04918,1,0
Otu03409,Otu04918,1,0
Otu03510,Otu04918,1,0
Otu03638,Otu04918,1,0
Otu03789,Otu04918,1,0
Otu03897,Otu04918,1,0
Otu03942,Otu04918,1,0
Otu00253,Otu04947,1,0
Otu00499,Otu04947,1,0
Otu01115,Otu04947,1,0
Otu01323,Otu04947,1,0
Otu01482,Otu04947,1,0
Otu01541,Otu04947,1,0
Otu01719,Otu04947,1,0
Otu01721,Otu04947,1,0
Otu01787,Otu04947,1,0
Otu02058,Otu04947,1,0
Otu02129,Otu04947,1,0
Otu02170,Otu04947,1,0
Otu02173,Otu04947,1,0
Otu02282,Otu04947,1,0
Otu02561,Otu04947,1,0
Otu02807,Otu04947,1,0
Otu02930,Otu04947,1,0
Otu03061,Otu04947,1,0
Otu03394,Otu04947,1,0
Otu03721,Otu04947,1,0
Otu03933,Otu04947,1,0
Otu04280,Otu04947,1,0
Otu04402,Otu04947,1,0
Otu04684,Otu04947,1,0
Otu00552,Otu04953,1,0
Otu01107,Otu04953,1,0
Otu01121,Otu04953,1,0
Otu01271,Otu04953,1,0
Otu01455,Otu04953,1,0
Otu01489,Otu04953,1,0
Otu01862,Otu04953,1,0
Otu02259,Otu04953,1,0
Otu02326,Otu04953,1,0
Otu02494,Otu04953,1,0
Otu02668,Otu04953,1,0
Otu02992,Otu04953,1,0
Otu03379,Otu04953,1,0
Otu04166,Otu04953,1,0
Otu04670,Otu04953,1,0
Otu00665,Otu04954,1,0
Otu01421,Otu04954,1,0
Otu01574,Otu04954,1,0
Otu01700,Otu04954,1,0
Otu01882,Otu04954,1,0
Otu01890,Otu04954,1,0
Otu01968,Otu04954,1,0
Otu02034,Otu04954,1,0
Otu02044,Otu04954,1,0
Otu02070,Otu04954,1,0
Otu02081,Otu04954,1,0
Otu02103,Otu04954,1,0
Otu02217,Otu04954,1,0
Otu02350,Otu04954,1,0
Otu02480,Otu04954,1,0
Otu03190,Otu04954,1,0
Otu03612,Otu04954,1,0
Otu03978,Otu04954,1,0
Otu04515,Otu04954,1,0
Otu04746,Otu04954,1,0
Otu01315,Otu04980,1,0
Otu01528,Otu04980,1,0
Otu02155,Otu04980,1,0
Otu02539,Otu04980,1,0
Otu02543,Otu04980,1,0
Otu02662,Otu04980,1,0
Otu02850,Otu04980,1,0
Otu03257,Otu04980,1,0
Otu03472,Otu04980,1,0
Otu03665,Otu04980,1,0
Otu00984,Otu04986,1,0
Otu01089,Otu04986,1,0
Otu01496,Otu04986,1,0
Otu01895,Otu04986,1,0
Otu02878,Otu04986,1,0
Otu03168,Otu04986,1,0
Otu03320,Otu04986,1,0
Otu03390,Otu04986,1,0
Otu04364,Otu04986,1,0
Otu00285,Otu04993,1,0
Otu00431,Otu04993,1,0
Otu01183,Otu04993,1,0
Otu01219,Otu04993,1,0
Otu01471,Otu04993,1,0
Otu01550,Otu04993,1,0
Otu01665,Otu04993,1,0
Otu01906,Otu04993,1,0
Otu02216,Otu04993,1,0
Otu02529,Otu04993,1,0
Otu02629,Otu04993,1,0
Otu02706,Otu04993,1,0
Otu02998,Otu04993,1,0
Otu03058,Otu04993,1,0
Otu03145,Otu04993,1,0
Otu03798,Otu04993,1,0
Otu03970,Otu04993,1,0
Otu04252,Otu04993,1,0
Otu04339,Otu04993,1,0
Otu04341,Otu04993,1,0
Otu04494,Otu04993,1,0
Otu04663,Otu04993,1,0
Otu01448,Otu05028,1,0
Otu01522,Otu05028,1,0
Otu01612,Otu05028,1,0
Otu01894,Otu05028,1,0
Otu02332,Otu05028,1,0
Otu02533,Otu05028,1,0
Otu02573,Otu05028,1,0
Otu03210,Otu05028,1,0
Otu03365,Otu05028,1,0
Otu03488,Otu05028,1,0
Otu03588,Otu05028,1,0
Otu03624,Otu05028,1,0
Otu03895,Otu05028,1,0
Otu04010,Otu05028,1,0
Otu04858,Otu05028,1,0
Otu00580,Otu05069,1,0
Otu00649,Otu05069,1,0
Otu00703,Otu05069,1,0
Otu00801,Otu05069,1,0
Otu00857,Otu05069,1,0
Otu00988,Otu05069,1,0
Otu01282,Otu05069,1,0
Otu01314,Otu05069,1,0
Otu01363,Otu05069,1,0
Otu01401,Otu05069,1,0
Otu01411,Otu05069,1,0
Otu01414,Otu05069,1,0
Otu01563,Otu05069,1,0
Otu01573,Otu05069,1,0
Otu01674,Otu05069,1,0
Otu01697,Otu05069,1,0
Otu01831,Otu05069,1,0
Otu01986,Otu05069,1,0
Otu02053,Otu05069,1,0
Otu02059,Otu05069,1,0
Otu02061,Otu05069,1,0
Otu02175,Otu05069,1,0
Otu02198,Otu05069,1,0
Otu02200,Otu05069,1,0
Otu02238,Otu05069,1,0
Otu02339,Otu05069,1,0
Otu02432,Otu05069,1,0
Otu02447,Otu05069,1,0
Otu02559,Otu05069,1,0
Otu02615,Otu05069,1,0
Otu03150,Otu05069,1,0
Otu03193,Otu05069,1,0
Otu03307,Otu05069,1,0
Otu03504,Otu05069,1,0
Otu03613,Otu05069,1,0
Otu03655,Otu05069,1,0
Otu03736,Otu05069,1,0
Otu03961,Otu05069,1,0
Otu04175,Otu05069,1,0
Otu04286,Otu05069,1,0
Otu04355,Otu05069,1,0
Otu04474,Otu05069,1,0
Otu04613,Otu05069,1,0
Otu04689,Otu05069,1,0
Otu04786,Otu05069,1,0
Otu04796,Otu05069,1,0
Otu04850,Otu05069,1,0
Otu00218,Otu05082,1,0
Otu00247,Otu05082,1,0
Otu00582,Otu05082,1,0
Otu00585,Otu05082,1,0
Otu00928,Otu05082,1,0
Otu01318,Otu05082,1,0
Otu01361,Otu05082,1,0
Otu01388,Otu05082,1,0
Otu01405,Otu05082,1,0
Otu01425,Otu05082,1,0
Otu01645,Otu05082,1,0
Otu01732,Otu05082,1,0
Otu01912,Otu05082,1,0
Otu02023,Otu05082,1,0
Otu02104,Otu05082,1,0
Otu02239,Otu05082,1,0
Otu02547,Otu05082,1,0
Otu03093,Otu05082,1,0
Otu03437,Otu05082,1,0
Otu03776,Otu05082,1,0
Otu00580,Otu05109,1,0
Otu00649,Otu05109,1,0
Otu00703,Otu05109,1,0
Otu00801,Otu05109,1,0
Otu00857,Otu05109,1,0
Otu00988,Otu05109,1,0
Otu01282,Otu05109,1,0
Otu01314,Otu05109,1,0
Otu01363,Otu05109,1,0
Otu01401,Otu05109,1,0
Otu01411,Otu05109,1,0
Otu01414,Otu05109,1,0
Otu01563,Otu05109,1,0
Otu01573,Otu05109,1,0
Otu01674,Otu05109,1,0
Otu01697,Otu05109,1,0
Otu01831,Otu05109,1,0
Otu01986,Otu05109,1,0
Otu02053,Otu05109,1,0
Otu02059,Otu05109,1,0
Otu02061,Otu05109,1,0
Otu02175,Otu05109,1,0
Otu02198,Otu05109,1,0
Otu02200,Otu05109,1,0
Otu02238,Otu05109,1,0
Otu02339,Otu05109,1,0
Otu02432,Otu05109,1,0
Otu02447,Otu05109,1,0
Otu02559,Otu05109,1,0
Otu02615,Otu05109,1,0
Otu03150,Otu05109,1,0
Otu03193,Otu05109,1,0
Otu03307,Otu05109,1,0
Otu03504,Otu05109,1,0
Otu03613,Otu05109,1,0
Otu03655,Otu05109,1,0
Otu03736,Otu05109,1,0
Otu03961,Otu05109,1,0
Otu04175,Otu05109,1,0
Otu04286,Otu05109,1,0
Otu04355,Otu05109,1,0
Otu04474,Otu05109,1,0
Otu04613,Otu05109,1,0
Otu04689,Otu05109,1,0
Otu04786,Otu05109,1,0
Otu04796,Otu05109,1,0
Otu04850,Otu05109,1,0
Otu05069,Otu05109,1,0
Otu00236,Otu05112,1,0
Otu00637,Otu05112,1,0
Otu00679,Otu05112,1,0
Otu00733,Otu05112,1,0
Otu00749,Otu05112,1,0
Otu00780,Otu05112,1,0
Otu00816,Otu05112,1,0
Otu00883,Otu05112,1,0
Otu01002,Otu05112,1,0
Otu01210,Otu05112,1,0
Otu01260,Otu05112,1,0
Otu01385,Otu05112,1,0
Otu01554,Otu05112,1,0
Otu01600,Otu05112,1,0
Otu01605,Otu05112,1,0
Otu01797,Otu05112,1,0
Otu01818,Otu05112,1,0
Otu02258,Otu05112,1,0
Otu02260,Otu05112,1,0
Otu02421,Otu05112,1,0
Otu02435,Otu05112,1,0
Otu02755,Otu05112,1,0
Otu02838,Otu05112,1,0
Otu02953,Otu05112,1,0
Otu03299,Otu05112,1,0
Otu03409,Otu05112,1,0
Otu03510,Otu05112,1,0
Otu03638,Otu05112,1,0
Otu03789,Otu05112,1,0
Otu03897,Otu05112,1,0
Otu03942,Otu05112,1,0
Otu04918,Otu05112,1,0
Otu00598,Otu05113,1,0
Otu00678,Otu05113,1,0
Otu00770,Otu05113,1,0
Otu01099,Otu05113,1,0
Otu01132,Otu05113,1,0
Otu01252,Otu05113,1,0
Otu01340,Otu05113,1,0
Otu01399,Otu05113,1,0
Otu01603,Otu05113,1,0
Otu01655,Otu05113,1,0
Otu01744,Otu05113,1,0
Otu01875,Otu05113,1,0
Otu01885,Otu05113,1,0
Otu02292,Otu05113,1,0
Otu02364,Otu05113,1,0
Otu03352,Otu05113,1,0
Otu03622,Otu05113,1,0
Otu04014,Otu05113,1,0
Otu04149,Otu05113,1,0
Otu04155,Otu05113,1,0
Otu04435,Otu05113,1,0
Otu00525,Otu05129,1,0
Otu00546,Otu05129,1,0
Otu00551,Otu05129,1,0
Otu00950,Otu05129,1,0
Otu01024,Otu05129,1,0
Otu01239,Otu05129,1,0
Otu01267,Otu05129,1,0
Otu01327,Otu05129,1,0
Otu01415,Otu05129,1,0
Otu01488,Otu05129,1,0
Otu01558,Otu05129,1,0
Otu01672,Otu05129,1,0
Otu01731,Otu05129,1,0
Otu01804,Otu05129,1,0
Otu01821,Otu05129,1,0
Otu01870,Otu05129,1,0
Otu01880,Otu05129,1,0
Otu01919,Otu05129,1,0
Otu01966,Otu05129,1,0
Otu01993,Otu05129,1,0
Otu02041,Otu05129,1,0
Otu02060,Otu05129,1,0
Otu02125,Otu05129,1,0
Otu02165,Otu05129,1,0
Otu02213,Otu05129,1,0
Otu02214,Otu05129,1,0
Otu02262,Otu05129,1,0
Otu02301,Otu05129,1,0
Otu02317,Otu05129,1,0
Otu02363,Otu05129,1,0
Otu02420,Otu05129,1,0
Otu02607,Otu05129,1,0
Otu02666,Otu05129,1,0
Otu02813,Otu05129,1,0
Otu02945,Otu05129,1,0
Otu02988,Otu05129,1,0
Otu02997,Otu05129,1,0
Otu03053,Otu05129,1,0
Otu03069,Otu05129,1,0
Otu03360,Otu05129,1,0
Otu03625,Otu05129,1,0
Otu03854,Otu05129,1,0
Otu04008,Otu05129,1,0
Otu04047,Otu05129,1,0
Otu04514,Otu05129,1,0
Otu00368,Otu05138,1,0
Otu00400,Otu05138,1,0
Otu00560,Otu05138,1,0
Otu00807,Otu05138,1,0
Otu00930,Otu05138,1,0
Otu00967,Otu05138,1,0
Otu00974,Otu05138,1,0
Otu01091,Otu05138,1,0
Otu01100,Otu05138,1,0
Otu01155,Otu05138,1,0
Otu01218,Otu05138,1,0
Otu01273,Otu05138,1,0
Otu01290,Otu05138,1,0
Otu01435,Otu05138,1,0
Otu01440,Otu05138,1,0
Otu01546,Otu05138,1,0
Otu01636,Otu05138,1,0
Otu01675,Otu05138,1,0
Otu01829,Otu05138,1,0
Otu01835,Otu05138,1,0
Otu01884,Otu05138,1,0
Otu01946,Otu05138,1,0
Otu01991,Otu05138,1,0
Otu02146,Otu05138,1,0
Otu02414,Otu05138,1,0
Otu02485,Otu05138,1,0
Otu02560,Otu05138,1,0
Otu02583,Otu05138,1,0
Otu03089,Otu05138,1,0
Otu03930,Otu05138,1,0
Otu04380,Otu05138,1,0
Otu04409,Otu05138,1,0
Otu00149,Otu05152,1,0
Otu00415,Otu05152,1,0
Otu00488,Otu05152,1,0
Otu00564,Otu05152,1,0
Otu01062,Otu05152,1,0
Otu01174,Otu05152,1,0
Otu01281,Otu05152,1,0
Otu01567,Otu05152,1,0
Otu01597,Otu05152,1,0
Otu01631,Otu05152,1,0
Otu01768,Otu05152,1,0
Otu01891,Otu05152,1,0
Otu01907,Otu05152,1,0
Otu01970,Otu05152,1,0
Otu02454,Otu05152,1,0
Otu02626,Otu05152,1,0
Otu02703,Otu05152,1,0
Otu02891,Otu05152,1,0
Otu03096,Otu05152,1,0
Otu03201,Otu05152,1,0
Otu03218,Otu05152,1,0
Otu04050,Otu05152,1,0
Otu04078,Otu05152,1,0
Otu04193,Otu05152,1,0
Otu00838,Otu05169,1,0
Otu01275,Otu05169,1,0
Otu01337,Otu05169,1,0
Otu01349,Otu05169,1,0
Otu01412,Otu05169,1,0
Otu01564,Otu05169,1,0
Otu01634,Otu05169,1,0
Otu01680,Otu05169,1,0
Otu01726,Otu05169,1,0
Otu01900,Otu05169,1,0
Otu01997,Otu05169,1,0
Otu02005,Otu05169,1,0
Otu02083,Otu05169,1,0
Otu02092,Otu05169,1,0
Otu02176,Otu05169,1,0
Otu02203,Otu05169,1,0
Otu02215,Otu05169,1,0
Otu02331,Otu05169,1,0
Otu02664,Otu05169,1,0
Otu02710,Otu05169,1,0
Otu02717,Otu05169,1,0
Otu02744,Otu05169,1,0
Otu02847,Otu05169,1,0
Otu03378,Otu05169,1,0
Otu03583,Otu05169,1,0
Otu03674,Otu05169,1,0
Otu03821,Otu05169,1,0
Otu04653,Otu05169,1,0
Otu00366,Otu05177,1,0
Otu00476,Otu05177,1,0
Otu00521,Otu05177,1,0
Otu00531,Otu05177,1,0
Otu00588,Otu05177,1,0
Otu00617,Otu05177,1,0
Otu00777,Otu05177,1,0
Otu00783,Otu05177,1,0
Otu00886,Otu05177,1,0
Otu00957,Otu05177,1,0
Otu01086,Otu05177,1,0
Otu01098,Otu05177,1,0
Otu01160,Otu05177,1,0
Otu01180,Otu05177,1,0
Otu01245,Otu05177,1,0
Otu01291,Otu05177,1,0
Otu01370,Otu05177,1,0
Otu01469,Otu05177,1,0
Otu01538,Otu05177,1,0
Otu01556,Otu05177,1,0
Otu01588,Otu05177,1,0
Otu01616,Otu05177,1,0
Otu01643,Otu05177,1,0
Otu01724,Otu05177,1,0
Otu01803,Otu05177,1,0
Otu01823,Otu05177,1,0
Otu02017,Otu05177,1,0
Otu02029,Otu05177,1,0
Otu02179,Otu05177,1,0
Otu02407,Otu05177,1,0
Otu02598,Otu05177,1,0
Otu02602,Otu05177,1,0
Otu02605,Otu05177,1,0
Otu02649,Otu05177,1,0
Otu02738,Otu05177,1,0
Otu02844,Otu05177,1,0
Otu02899,Otu05177,1,0
Otu02903,Otu05177,1,0
Otu02972,Otu05177,1,0
Otu03065,Otu05177,1,0
Otu03084,Otu05177,1,0
Otu03113,Otu05177,1,0
Otu03166,Otu05177,1,0
Otu03381,Otu05177,1,0
Otu03385,Otu05177,1,0
Otu03436,Otu05177,1,0
Otu03995,Otu05177,1,0
Otu04022,Otu05177,1,0
Otu04401,Otu05177,1,0
Otu04539,Otu05177,1,0
Otu04623,Otu05177,1,0
Otu00253,Otu05184,1,0
Otu00499,Otu05184,1,0
Otu01115,Otu05184,1,0
Otu01323,Otu05184,1,0
Otu01482,Otu05184,1,0
Otu01541,Otu05184,1,0
Otu01719,Otu05184,1,0
Otu01721,Otu05184,1,0
Otu01787,Otu05184,1,0
Otu02058,Otu05184,1,0
Otu02129,Otu05184,1,0
Otu02170,Otu05184,1,0
Otu02173,Otu05184,1,0
Otu02282,Otu05184,1,0
Otu02561,Otu05184,1,0
Otu02807,Otu05184,1,0
Otu02930,Otu05184,1,0
Otu03061,Otu05184,1,0
Otu03394,Otu05184,1,0
Otu03721,Otu05184,1,0
Otu03933,Otu05184,1,0
Otu04280,Otu05184,1,0
Otu04402,Otu05184,1,0
Otu04684,Otu05184,1,0
Otu04947,Otu05184,1,0
Otu00598,Otu05186,1,0
Otu00678,Otu05186,1,0
Otu00770,Otu05186,1,0
Otu01099,Otu05186,1,0
Otu01132,Otu05186,1,0
Otu01252,Otu05186,1,0
Otu01340,Otu05186,1,0
Otu01399,Otu05186,1,0
Otu01603,Otu05186,1,0
Otu01655,Otu05186,1,0
Otu01744,Otu05186,1,0
Otu01875,Otu05186,1,0
Otu01885,Otu05186,1,0
Otu02292,Otu05186,1,0
Otu02364,Otu05186,1,0
Otu03352,Otu05186,1,0
Otu03622,Otu05186,1,0
Otu04014,Otu05186,1,0
Otu04149,Otu05186,1,0
Otu04155,Otu05186,1,0
Otu04435,Otu05186,1,0
Otu05113,Otu05186,1,0
Otu00579,Otu05188,1,0
Otu00747,Otu05188,1,0
Otu00782,Otu05188,1,0
Otu01007,Otu05188,1,0
Otu01356,Otu05188,1,0
Otu01545,Otu05188,1,0
Otu01635,Otu05188,1,0
Otu01751,Otu05188,1,0
Otu01778,Otu05188,1,0
Otu01909,Otu05188,1,0
Otu01923,Otu05188,1,0
Otu01938,Otu05188,1,0
Otu02047,Otu05188,1,0
Otu02074,Otu05188,1,0
Otu02351,Otu05188,1,0
Otu02609,Otu05188,1,0
Otu02653,Otu05188,1,0
Otu02743,Otu05188,1,0
Otu02778,Otu05188,1,0
Otu03136,Otu05188,1,0
Otu03186,Otu05188,1,0
Otu03196,Otu05188,1,0
Otu03236,Otu05188,1,0
Otu03517,Otu05188,1,0
Otu03784,Otu05188,1,0
Otu03963,Otu05188,1,0
Otu04408,Otu05188,1,0
Otu01079,Otu05214,1,0
Otu01259,Otu05214,1,0
Otu01430,Otu05214,1,0
Otu01447,Otu05214,1,0
Otu01737,Otu05214,1,0
Otu01860,Otu05214,1,0
Otu01893,Otu05214,1,0
Otu02007,Otu05214,1,0
Otu02244,Otu05214,1,0
Otu02348,Otu05214,1,0
Otu02389,Otu05214,1,0
Otu02569,Otu05214,1,0
Otu02579,Otu05214,1,0
Otu02721,Otu05214,1,0
Otu02777,Otu05214,1,0
Otu03386,Otu05214,1,0
Otu03486,Otu05214,1,0
Otu03701,Otu05214,1,0
Otu03989,Otu05214,1,0
Otu04412,Otu05214,1,0
Otu00485,Otu05216,1,0
Otu01565,Otu05216,1,0
Otu01861,Otu05216,1,0
Otu01937,Otu05216,1,0
Otu02397,Otu05216,1,0
Otu02436,Otu05216,1,0
Otu02689,Otu05216,1,0
Otu03267,Otu05216,1,0
Otu03311,Otu05216,1,0
Otu03345,Otu05216,1,0
Otu04775,Otu05216,1,0
Otu00222,Otu05252,1,0
Otu00286,Otu05252,1,0
Otu00297,Otu05252,1,0
Otu00620,Otu05252,1,0
Otu00671,Otu05252,1,0
