row,column,cor,p
Otu01259,Otu02569,1,0
Otu01430,Otu02569,1,0
Otu01447,Otu02569,1,0
Otu01737,Otu02569,1,0
Otu01860,Otu02569,1,0
Otu01893,Otu02569,1,0
Otu02007,Otu02569,1,0
Otu02244,Otu02569,1,0
Otu02348,Otu02569,1,0
Otu02389,Otu02569,1,0
Otu01448,Otu02573,1,0
Otu01522,Otu02573,1,0
Otu01612,Otu02573,1,0
Otu01894,Otu02573,1,0
Otu02332,Otu02573,1,0
Otu02533,Otu02573,1,0
Otu01079,Otu02579,1,0
Otu01259,Otu02579,1,0
Otu01430,Otu02579,1,0
Otu01447,Otu02579,1,0
Otu01737,Otu02579,1,0
Otu01860,Otu02579,1,0
Otu01893,Otu02579,1,0
Otu02007,Otu02579,1,0
Otu02244,Otu02579,1,0
Otu02348,Otu02579,1,0
Otu02389,Otu02579,1,0
Otu02569,Otu02579,1,0
Otu00302,Otu02580,1,0
Otu00308,Otu02580,1,0
Otu00348,Otu02580,1,0
Otu00677,Otu02580,1,0
Otu00701,Otu02580,1,0
Otu00789,Otu02580,1,0
Otu00937,Otu02580,1,0
Otu00949,Otu02580,1,0
Otu01018,Otu02580,1,0
Otu01067,Otu02580,1,0
Otu01215,Otu02580,1,0
Otu01378,Otu02580,1,0
Otu01407,Otu02580,1,0
Otu01462,Otu02580,1,0
Otu01501,Otu02580,1,0
Otu01608,Otu02580,1,0
Otu02180,Otu02580,1,0
Otu02305,Otu02580,1,0
Otu02508,Otu02580,1,0
Otu00368,Otu02583,1,0
Otu00400,Otu02583,1,0
Otu00560,Otu02583,1,0
Otu00807,Otu02583,1,0
Otu00930,Otu02583,1,0
Otu00967,Otu02583,1,0
Otu00974,Otu02583,1,0
Otu01091,Otu02583,1,0
Otu01100,Otu02583,1,0
Otu01155,Otu02583,1,0
Otu01218,Otu02583,1,0
Otu01273,Otu02583,1,0
Otu01290,Otu02583,1,0
Otu01435,Otu02583,1,0
Otu01440,Otu02583,1,0
Otu01546,Otu02583,1,0
Otu01636,Otu02583,1,0
Otu01675,Otu02583,1,0
Otu01829,Otu02583,1,0
Otu01835,Otu02583,1,0
Otu01884,Otu02583,1,0
Otu01946,Otu02583,1,0
Otu01991,Otu02583,1,0
Otu02146,Otu02583,1,0
Otu02414,Otu02583,1,0
Otu02485,Otu02583,1,0
Otu02560,Otu02583,1,0
Otu00366,Otu02598,1,0
Otu00476,Otu02598,1,0
Otu00521,Otu02598,1,0
Otu00531,Otu02598,1,0
Otu00588,Otu02598,1,0
Otu00617,Otu02598,1,0
Otu00777,Otu02598,1,0
Otu00783,Otu02598,1,0
Otu00886,Otu02598,1,0
Otu00957,Otu02598,1,0
Otu01086,Otu02598,1,0
Otu01098,Otu02598,1,0
Otu01160,Otu02598,1,0
Otu01180,Otu02598,1,0
Otu01245,Otu02598,1,0
Otu01291,Otu02598,1,0
Otu01370,Otu02598,1,0
Otu01469,Otu02598,1,0
Otu01538,Otu02598,1,0
Otu01556,Otu02598,1,0
Otu01588,Otu02598,1,0
Otu01616,Otu02598,1,0
Otu01643,Otu02598,1,0
Otu01724,Otu02598,1,0
Otu01803,Otu02598,1,0
Otu01823,Otu02598,1,0
Otu02017,Otu02598,1,0
Otu02029,Otu02598,1,0
Otu02179,Otu02598,1,0
Otu02407,Otu02598,1,0
Otu00366,Otu02602,1,0
Otu00476,Otu02602,1,0
Otu00521,Otu02602,1,0
Otu00531,Otu02602,1,0
Otu00588,Otu02602,1,0
Otu00617,Otu02602,1,0
Otu00777,Otu02602,1,0
Otu00783,Otu02602,1,0
Otu00886,Otu02602,1,0
Otu00957,Otu02602,1,0
Otu01086,Otu02602,1,0
Otu01098,Otu02602,1,0
Otu01160,Otu02602,1,0
Otu01180,Otu02602,1,0
Otu01245,Otu02602,1,0
Otu01291,Otu02602,1,0
Otu01370,Otu02602,1,0
Otu01469,Otu02602,1,0
Otu01538,Otu02602,1,0
Otu01556,Otu02602,1,0
Otu01588,Otu02602,1,0
Otu01616,Otu02602,1,0
Otu01643,Otu02602,1,0
Otu01724,Otu02602,1,0
Otu01803,Otu02602,1,0
Otu01823,Otu02602,1,0
Otu02017,Otu02602,1,0
Otu02029,Otu02602,1,0
Otu02179,Otu02602,1,0
Otu02407,Otu02602,1,0
Otu02598,Otu02602,1,0
Otu00366,Otu02605,1,0
Otu00476,Otu02605,1,0
Otu00521,Otu02605,1,0
Otu00531,Otu02605,1,0
Otu00588,Otu02605,1,0
Otu00617,Otu02605,1,0
Otu00777,Otu02605,1,0
Otu00783,Otu02605,1,0
Otu00886,Otu02605,1,0
Otu00957,Otu02605,1,0
Otu01086,Otu02605,1,0
Otu01098,Otu02605,1,0
Otu01160,Otu02605,1,0
Otu01180,Otu02605,1,0
Otu01245,Otu02605,1,0
Otu01291,Otu02605,1,0
Otu01370,Otu02605,1,0
Otu01469,Otu02605,1,0
Otu01538,Otu02605,1,0
Otu01556,Otu02605,1,0
Otu01588,Otu02605,1,0
Otu01616,Otu02605,1,0
Otu01643,Otu02605,1,0
Otu01724,Otu02605,1,0
Otu01803,Otu02605,1,0
Otu01823,Otu02605,1,0
Otu02017,Otu02605,1,0
Otu02029,Otu02605,1,0
Otu02179,Otu02605,1,0
Otu02407,Otu02605,1,0
Otu02598,Otu02605,1,0
Otu02602,Otu02605,1,0
Otu00525,Otu02607,1,0
Otu00546,Otu02607,1,0
Otu00551,Otu02607,1,0
Otu00950,Otu02607,1,0
Otu01024,Otu02607,1,0
Otu01239,Otu02607,1,0
Otu01267,Otu02607,1,0
Otu01327,Otu02607,1,0
Otu01415,Otu02607,1,0
Otu01488,Otu02607,1,0
Otu01558,Otu02607,1,0
Otu01672,Otu02607,1,0
Otu01731,Otu02607,1,0
Otu01804,Otu02607,1,0
Otu01821,Otu02607,1,0
Otu01870,Otu02607,1,0
Otu01880,Otu02607,1,0
Otu01919,Otu02607,1,0
Otu01966,Otu02607,1,0
Otu01993,Otu02607,1,0
Otu02041,Otu02607,1,0
Otu02060,Otu02607,1,0
Otu02125,Otu02607,1,0
Otu02165,Otu02607,1,0
Otu02213,Otu02607,1,0
Otu02214,Otu02607,1,0
Otu02262,Otu02607,1,0
Otu02301,Otu02607,1,0
Otu02317,Otu02607,1,0
Otu02363,Otu02607,1,0
Otu02420,Otu02607,1,0
Otu00579,Otu02609,1,0
Otu00747,Otu02609,1,0
Otu00782,Otu02609,1,0
Otu01007,Otu02609,1,0
Otu01356,Otu02609,1,0
Otu01545,Otu02609,1,0
Otu01635,Otu02609,1,0
Otu01751,Otu02609,1,0
Otu01778,Otu02609,1,0
Otu01909,Otu02609,1,0
Otu01923,Otu02609,1,0
Otu01938,Otu02609,1,0
Otu02047,Otu02609,1,0
Otu02074,Otu02609,1,0
Otu02351,Otu02609,1,0
Otu00785,Otu02612,1,0
Otu00870,Otu02612,1,0
Otu01297,Otu02612,1,0
Otu01962,Otu02612,1,0
Otu02078,Otu02612,1,0
Otu00580,Otu02615,1,0
Otu00649,Otu02615,1,0
Otu00703,Otu02615,1,0
Otu00801,Otu02615,1,0
Otu00857,Otu02615,1,0
Otu00988,Otu02615,1,0
Otu01282,Otu02615,1,0
Otu01314,Otu02615,1,0
Otu01363,Otu02615,1,0
Otu01401,Otu02615,1,0
Otu01411,Otu02615,1,0
Otu01414,Otu02615,1,0
Otu01563,Otu02615,1,0
Otu01573,Otu02615,1,0
Otu01674,Otu02615,1,0
Otu01697,Otu02615,1,0
Otu01831,Otu02615,1,0
Otu01986,Otu02615,1,0
Otu02053,Otu02615,1,0
Otu02059,Otu02615,1,0
Otu02061,Otu02615,1,0
Otu02175,Otu02615,1,0
Otu02198,Otu02615,1,0
Otu02200,Otu02615,1,0
Otu02238,Otu02615,1,0
Otu02339,Otu02615,1,0
Otu02432,Otu02615,1,0
Otu02447,Otu02615,1,0
Otu02559,Otu02615,1,0
Otu00905,Otu02616,1,0
Otu02128,Otu02616,1,0
Otu02160,Otu02616,1,0
Otu00149,Otu02626,1,0
Otu00415,Otu02626,1,0
Otu00488,Otu02626,1,0
Otu00564,Otu02626,1,0
Otu01062,Otu02626,1,0
Otu01174,Otu02626,1,0
Otu01281,Otu02626,1,0
Otu01567,Otu02626,1,0
Otu01597,Otu02626,1,0
Otu01631,Otu02626,1,0
Otu01768,Otu02626,1,0
Otu01891,Otu02626,1,0
Otu01907,Otu02626,1,0
Otu01970,Otu02626,1,0
Otu02454,Otu02626,1,0
Otu00285,Otu02629,1,0
Otu00431,Otu02629,1,0
Otu01183,Otu02629,1,0
Otu01219,Otu02629,1,0
Otu01471,Otu02629,1,0
Otu01550,Otu02629,1,0
Otu01665,Otu02629,1,0
Otu01906,Otu02629,1,0
Otu02216,Otu02629,1,0
Otu02529,Otu02629,1,0
Otu02400,Otu02630,1,0
Otu00587,Otu02636,1,0
Otu00990,Otu02636,1,0
Otu01353,Otu02636,1,0
Otu01810,Otu02636,1,0
Otu01945,Otu02636,1,0
Otu02224,Otu02636,1,0
Otu02226,Otu02636,1,0
Otu02201,Otu02638,1,0
Otu02538,Otu02638,1,0
Otu00366,Otu02649,1,0
Otu00476,Otu02649,1,0
Otu00521,Otu02649,1,0
Otu00531,Otu02649,1,0
Otu00588,Otu02649,1,0
Otu00617,Otu02649,1,0
Otu00777,Otu02649,1,0
Otu00783,Otu02649,1,0
Otu00886,Otu02649,1,0
Otu00957,Otu02649,1,0
Otu01086,Otu02649,1,0
Otu01098,Otu02649,1,0
Otu01160,Otu02649,1,0
Otu01180,Otu02649,1,0
Otu01245,Otu02649,1,0
Otu01291,Otu02649,1,0
Otu01370,Otu02649,1,0
Otu01469,Otu02649,1,0
Otu01538,Otu02649,1,0
Otu01556,Otu02649,1,0
Otu01588,Otu02649,1,0
Otu01616,Otu02649,1,0
Otu01643,Otu02649,1,0
Otu01724,Otu02649,1,0
Otu01803,Otu02649,1,0
Otu01823,Otu02649,1,0
Otu02017,Otu02649,1,0
Otu02029,Otu02649,1,0
Otu02179,Otu02649,1,0
Otu02407,Otu02649,1,0
Otu02598,Otu02649,1,0
Otu02602,Otu02649,1,0
Otu02605,Otu02649,1,0
Otu02201,Otu02650,1,0
Otu02538,Otu02650,1,0
Otu02638,Otu02650,1,0
Otu00579,Otu02653,1,0
Otu00747,Otu02653,1,0
Otu00782,Otu02653,1,0
Otu01007,Otu02653,1,0
Otu01356,Otu02653,1,0
Otu01545,Otu02653,1,0
Otu01635,Otu02653,1,0
Otu01751,Otu02653,1,0
Otu01778,Otu02653,1,0
Otu01909,Otu02653,1,0
Otu01923,Otu02653,1,0
Otu01938,Otu02653,1,0
Otu02047,Otu02653,1,0
Otu02074,Otu02653,1,0
Otu02351,Otu02653,1,0
Otu02609,Otu02653,1,0
Otu00302,Otu02654,1,0
Otu00308,Otu02654,1,0
Otu00348,Otu02654,1,0
Otu00677,Otu02654,1,0
Otu00701,Otu02654,1,0
Otu00789,Otu02654,1,0
Otu00937,Otu02654,1,0
Otu00949,Otu02654,1,0
Otu01018,Otu02654,1,0
Otu01067,Otu02654,1,0
Otu01215,Otu02654,1,0
Otu01378,Otu02654,1,0
Otu01407,Otu02654,1,0
Otu01462,Otu02654,1,0
Otu01501,Otu02654,1,0
Otu01608,Otu02654,1,0
Otu02180,Otu02654,1,0
Otu02305,Otu02654,1,0
Otu02508,Otu02654,1,0
Otu02580,Otu02654,1,0
Otu01315,Otu02662,1,0
Otu01528,Otu02662,1,0
Otu02155,Otu02662,1,0
Otu02539,Otu02662,1,0
Otu02543,Otu02662,1,0
Otu00838,Otu02664,1,0
Otu01275,Otu02664,1,0
Otu01337,Otu02664,1,0
Otu01349,Otu02664,1,0
Otu01412,Otu02664,1,0
Otu01564,Otu02664,1,0
Otu01634,Otu02664,1,0
Otu01680,Otu02664,1,0
Otu01726,Otu02664,1,0
Otu01900,Otu02664,1,0
Otu01997,Otu02664,1,0
Otu02005,Otu02664,1,0
Otu02083,Otu02664,1,0
Otu02092,Otu02664,1,0
Otu02176,Otu02664,1,0
Otu02203,Otu02664,1,0
Otu02215,Otu02664,1,0
Otu02331,Otu02664,1,0
Otu00525,Otu02666,1,0
Otu00546,Otu02666,1,0
Otu00551,Otu02666,1,0
Otu00950,Otu02666,1,0
Otu01024,Otu02666,1,0
Otu01239,Otu02666,1,0
Otu01267,Otu02666,1,0
Otu01327,Otu02666,1,0
Otu01415,Otu02666,1,0
Otu01488,Otu02666,1,0
Otu01558,Otu02666,1,0
Otu01672,Otu02666,1,0
Otu01731,Otu02666,1,0
Otu01804,Otu02666,1,0
Otu01821,Otu02666,1,0
Otu01870,Otu02666,1,0
Otu01880,Otu02666,1,0
Otu01919,Otu02666,1,0
Otu01966,Otu02666,1,0
Otu01993,Otu02666,1,0
Otu02041,Otu02666,1,0
Otu02060,Otu02666,1,0
Otu02125,Otu02666,1,0
Otu02165,Otu02666,1,0
Otu02213,Otu02666,1,0
Otu02214,Otu02666,1,0
Otu02262,Otu02666,1,0
Otu02301,Otu02666,1,0
Otu02317,Otu02666,1,0
Otu02363,Otu02666,1,0
Otu02420,Otu02666,1,0
Otu02607,Otu02666,1,0
Otu00552,Otu02668,1,0
Otu01107,Otu02668,1,0
Otu01121,Otu02668,1,0
Otu01271,Otu02668,1,0
Otu01455,Otu02668,1,0
Otu01489,Otu02668,1,0
Otu01862,Otu02668,1,0
Otu02259,Otu02668,1,0
Otu02326,Otu02668,1,0
Otu02494,Otu02668,1,0
Otu00720,Otu02671,1,0
Otu00890,Otu02671,1,0
Otu00935,Otu02671,1,0
Otu00971,Otu02671,1,0
Otu01484,Otu02671,1,0
Otu01661,Otu02671,1,0
Otu01714,Otu02671,1,0
Otu01863,Otu02671,1,0
Otu02094,Otu02671,1,0
Otu02499,Otu02671,1,0
Otu00587,Otu02672,1,0
Otu00990,Otu02672,1,0
Otu01353,Otu02672,1,0
Otu01810,Otu02672,1,0
Otu01945,Otu02672,1,0
Otu02224,Otu02672,1,0
Otu02226,Otu02672,1,0
Otu02636,Otu02672,1,0
Otu00874,Otu02675,1,0
Otu01474,Otu02675,1,0
Otu01819,Otu02675,1,0
Otu02045,Otu02675,1,0
Otu02334,Otu02675,1,0
Otu02433,Otu02675,1,0
Otu02502,Otu02675,1,0
Otu02528,Otu02675,1,0
Otu00716,Otu02677,1,0
Otu00804,Otu02677,1,0
Otu00881,Otu02677,1,0
Otu01094,Otu02677,1,0
Otu01232,Otu02677,1,0
Otu01236,Otu02677,1,0
Otu01294,Otu02677,1,0
Otu01316,Otu02677,1,0
Otu01452,Otu02677,1,0
Otu01689,Otu02677,1,0
Otu01735,Otu02677,1,0
Otu01801,Otu02677,1,0
Otu02043,Otu02677,1,0
Otu02106,Otu02677,1,0
Otu02396,Otu02677,1,0
Otu02510,Otu02677,1,0
Otu02531,Otu02677,1,0
Otu00485,Otu02689,1,0
Otu01565,Otu02689,1,0
Otu01861,Otu02689,1,0
Otu01937,Otu02689,1,0
Otu02397,Otu02689,1,0
Otu02436,Otu02689,1,0
Otu00901,Otu02693,1,0
Otu01460,Otu02693,1,0
Otu02006,Otu02693,1,0
Otu02009,Otu02693,1,0
Otu02082,Otu02693,1,0
Otu02302,Otu02693,1,0
Otu02553,Otu02693,1,0
Otu00149,Otu02703,1,0
Otu00415,Otu02703,1,0
Otu00488,Otu02703,1,0
Otu00564,Otu02703,1,0
Otu01062,Otu02703,1,0
Otu01174,Otu02703,1,0
Otu01281,Otu02703,1,0
Otu01567,Otu02703,1,0
Otu01597,Otu02703,1,0
Otu01631,Otu02703,1,0
Otu01768,Otu02703,1,0
Otu01891,Otu02703,1,0
Otu01907,Otu02703,1,0
Otu01970,Otu02703,1,0
Otu02454,Otu02703,1,0
Otu02626,Otu02703,1,0
Otu00285,Otu02706,1,0
Otu00431,Otu02706,1,0
Otu01183,Otu02706,1,0
Otu01219,Otu02706,1,0
Otu01471,Otu02706,1,0
Otu01550,Otu02706,1,0
Otu01665,Otu02706,1,0
Otu01906,Otu02706,1,0
Otu02216,Otu02706,1,0
Otu02529,Otu02706,1,0
Otu02629,Otu02706,1,0
Otu00838,Otu02710,1,0
Otu01275,Otu02710,1,0
Otu01337,Otu02710,1,0
Otu01349,Otu02710,1,0
Otu01412,Otu02710,1,0
Otu01564,Otu02710,1,0
Otu01634,Otu02710,1,0
Otu01680,Otu02710,1,0
Otu01726,Otu02710,1,0
Otu01900,Otu02710,1,0
Otu01997,Otu02710,1,0
Otu02005,Otu02710,1,0
Otu02083,Otu02710,1,0
Otu02092,Otu02710,1,0
Otu02176,Otu02710,1,0
Otu02203,Otu02710,1,0
Otu02215,Otu02710,1,0
Otu02331,Otu02710,1,0
Otu02664,Otu02710,1,0
Otu00838,Otu02717,1,0
Otu01275,Otu02717,1,0
Otu01337,Otu02717,1,0
Otu01349,Otu02717,1,0
Otu01412,Otu02717,1,0
Otu01564,Otu02717,1,0
Otu01634,Otu02717,1,0
Otu01680,Otu02717,1,0
Otu01726,Otu02717,1,0
Otu01900,Otu02717,1,0
Otu01997,Otu02717,1,0
Otu02005,Otu02717,1,0
Otu02083,Otu02717,1,0
Otu02092,Otu02717,1,0
Otu02176,Otu02717,1,0
Otu02203,Otu02717,1,0
Otu02215,Otu02717,1,0
Otu02331,Otu02717,1,0
Otu02664,Otu02717,1,0
Otu02710,Otu02717,1,0
Otu01079,Otu02721,1,0
Otu01259,Otu02721,1,0
Otu01430,Otu02721,1,0
Otu01447,Otu02721,1,0
Otu01737,Otu02721,1,0
Otu01860,Otu02721,1,0
Otu01893,Otu02721,1,0
Otu02007,Otu02721,1,0
Otu02244,Otu02721,1,0
Otu02348,Otu02721,1,0
Otu02389,Otu02721,1,0
Otu02569,Otu02721,1,0
Otu02579,Otu02721,1,0
Otu00901,Otu02731,1,0
Otu01460,Otu02731,1,0
Otu02006,Otu02731,1,0
Otu02009,Otu02731,1,0
Otu02082,Otu02731,1,0
Otu02302,Otu02731,1,0
Otu02553,Otu02731,1,0
Otu02693,Otu02731,1,0
Otu02596,Otu02733,1,0
Otu00366,Otu02738,1,0
Otu00476,Otu02738,1,0
Otu00521,Otu02738,1,0
Otu00531,Otu02738,1,0
Otu00588,Otu02738,1,0
Otu00617,Otu02738,1,0
Otu00777,Otu02738,1,0
Otu00783,Otu02738,1,0
Otu00886,Otu02738,1,0
Otu00957,Otu02738,1,0
Otu01086,Otu02738,1,0
Otu01098,Otu02738,1,0
Otu01160,Otu02738,1,0
Otu01180,Otu02738,1,0
Otu01245,Otu02738,1,0
Otu01291,Otu02738,1,0
Otu01370,Otu02738,1,0
Otu01469,Otu02738,1,0
Otu01538,Otu02738,1,0
Otu01556,Otu02738,1,0
Otu01588,Otu02738,1,0
Otu01616,Otu02738,1,0
Otu01643,Otu02738,1,0
Otu01724,Otu02738,1,0
Otu01803,Otu02738,1,0
Otu01823,Otu02738,1,0
Otu02017,Otu02738,1,0
Otu02029,Otu02738,1,0
Otu02179,Otu02738,1,0
Otu02407,Otu02738,1,0
Otu02598,Otu02738,1,0
Otu02602,Otu02738,1,0
Otu02605,Otu02738,1,0
Otu02649,Otu02738,1,0
Otu00579,Otu02743,1,0
Otu00747,Otu02743,1,0
Otu00782,Otu02743,1,0
Otu01007,Otu02743,1,0
Otu01356,Otu02743,1,0
Otu01545,Otu02743,1,0
Otu01635,Otu02743,1,0
Otu01751,Otu02743,1,0
Otu01778,Otu02743,1,0
Otu01909,Otu02743,1,0
Otu01923,Otu02743,1,0
Otu01938,Otu02743,1,0
Otu02047,Otu02743,1,0
Otu02074,Otu02743,1,0
Otu02351,Otu02743,1,0
Otu02609,Otu02743,1,0
Otu02653,Otu02743,1,0
Otu00838,Otu02744,1,0
Otu01275,Otu02744,1,0
Otu01337,Otu02744,1,0
Otu01349,Otu02744,1,0
Otu01412,Otu02744,1,0
Otu01564,Otu02744,1,0
Otu01634,Otu02744,1,0
Otu01680,Otu02744,1,0
Otu01726,Otu02744,1,0
Otu01900,Otu02744,1,0
Otu01997,Otu02744,1,0
Otu02005,Otu02744,1,0
Otu02083,Otu02744,1,0
Otu02092,Otu02744,1,0
Otu02176,Otu02744,1,0
Otu02203,Otu02744,1,0
Otu02215,Otu02744,1,0
Otu02331,Otu02744,1,0
Otu02664,Otu02744,1,0
Otu02710,Otu02744,1,0
Otu02717,Otu02744,1,0
Otu00616,Otu02747,1,0
Otu01358,Otu02747,1,0
Otu01512,Otu02747,1,0
Otu01902,Otu02747,1,0
Otu02067,Otu02747,1,0
Otu02098,Otu02747,1,0
Otu02135,Otu02747,1,0
Otu02210,Otu02747,1,0
Otu00359,Otu02751,1,0
Otu00425,Otu02751,1,0
Otu00705,Otu02751,1,0
Otu00960,Otu02751,1,0
Otu01060,Otu02751,1,0
Otu01111,Otu02751,1,0
Otu01223,Otu02751,1,0
Otu01503,Otu02751,1,0
Otu01591,Otu02751,1,0
Otu01596,Otu02751,1,0
Otu01609,Otu02751,1,0
Otu01640,Otu02751,1,0
Otu01695,Otu02751,1,0
Otu01707,Otu02751,1,0
Otu01814,Otu02751,1,0
Otu01973,Otu02751,1,0
Otu02065,Otu02751,1,0
Otu02133,Otu02751,1,0
Otu02141,Otu02751,1,0
Otu02248,Otu02751,1,0
Otu02263,Otu02751,1,0
Otu02366,Otu02751,1,0
Otu02507,Otu02751,1,0
Otu00236,Otu02755,1,0
Otu00637,Otu02755,1,0
Otu00679,Otu02755,1,0
Otu00733,Otu02755,1,0
Otu00749,Otu02755,1,0
Otu00780,Otu02755,1,0
Otu00816,Otu02755,1,0
Otu00883,Otu02755,1,0
Otu01002,Otu02755,1,0
Otu01210,Otu02755,1,0
Otu01260,Otu02755,1,0
Otu01385,Otu02755,1,0
Otu01554,Otu02755,1,0
Otu01600,Otu02755,1,0
Otu01605,Otu02755,1,0
Otu01797,Otu02755,1,0
Otu01818,Otu02755,1,0
Otu02258,Otu02755,1,0
Otu02260,Otu02755,1,0
Otu02421,Otu02755,1,0
Otu02435,Otu02755,1,0
Otu00359,Otu02759,1,0
Otu00425,Otu02759,1,0
Otu00705,Otu02759,1,0
Otu00960,Otu02759,1,0
Otu01060,Otu02759,1,0
Otu01111,Otu02759,1,0
Otu01223,Otu02759,1,0
Otu01503,Otu02759,1,0
Otu01591,Otu02759,1,0
Otu01596,Otu02759,1,0
Otu01609,Otu02759,1,0
Otu01640,Otu02759,1,0
Otu01695,Otu02759,1,0
Otu01707,Otu02759,1,0
Otu01814,Otu02759,1,0
Otu01973,Otu02759,1,0
Otu02065,Otu02759,1,0
Otu02133,Otu02759,1,0
Otu02141,Otu02759,1,0
Otu02248,Otu02759,1,0
Otu02263,Otu02759,1,0
Otu02366,Otu02759,1,0
Otu02507,Otu02759,1,0
Otu02751,Otu02759,1,0
Otu01058,Otu02761,1,0
Otu01103,Otu02761,1,0
Otu01505,Otu02761,1,0
Otu01079,Otu02777,1,0
Otu01259,Otu02777,1,0
Otu01430,Otu02777,1,0
Otu01447,Otu02777,1,0
Otu01737,Otu02777,1,0
Otu01860,Otu02777,1,0
Otu01893,Otu02777,1,0
Otu02007,Otu02777,1,0
Otu02244,Otu02777,1,0
Otu02348,Otu02777,1,0
Otu02389,Otu02777,1,0
Otu02569,Otu02777,1,0
Otu02579,Otu02777,1,0
Otu02721,Otu02777,1,0
Otu00579,Otu02778,1,0
Otu00747,Otu02778,1,0
Otu00782,Otu02778,1,0
Otu01007,Otu02778,1,0
Otu01356,Otu02778,1,0
Otu01545,Otu02778,1,0
Otu01635,Otu02778,1,0
Otu01751,Otu02778,1,0
Otu01778,Otu02778,1,0
Otu01909,Otu02778,1,0
Otu01923,Otu02778,1,0
Otu01938,Otu02778,1,0
Otu02047,Otu02778,1,0
Otu02074,Otu02778,1,0
Otu02351,Otu02778,1,0
Otu02609,Otu02778,1,0
Otu02653,Otu02778,1,0
Otu02743,Otu02778,1,0
Otu00916,Otu02787,1,0
Otu01899,Otu02787,1,0
Otu01194,Otu02788,1,0
Otu01434,Otu02788,1,0
Otu02123,Otu02788,1,0
Otu02278,Otu02788,1,0
Otu00901,Otu02794,1,0
Otu01460,Otu02794,1,0
Otu02006,Otu02794,1,0
Otu02009,Otu02794,1,0
Otu02082,Otu02794,1,0
Otu02302,Otu02794,1,0
Otu02553,Otu02794,1,0
Otu02693,Otu02794,1,0
Otu02731,Otu02794,1,0
Otu02201,Otu02798,1,0
Otu02538,Otu02798,1,0
Otu02638,Otu02798,1,0
Otu02650,Otu02798,1,0
Otu00587,Otu02804,1,0
Otu00990,Otu02804,1,0
Otu01353,Otu02804,1,0
Otu01810,Otu02804,1,0
Otu01945,Otu02804,1,0
Otu02224,Otu02804,1,0
Otu02226,Otu02804,1,0
Otu02636,Otu02804,1,0
Otu02672,Otu02804,1,0
Otu00253,Otu02807,1,0
Otu00499,Otu02807,1,0
Otu01115,Otu02807,1,0
Otu01323,Otu02807,1,0
Otu01482,Otu02807,1,0
Otu01541,Otu02807,1,0
Otu01719,Otu02807,1,0
Otu01721,Otu02807,1,0
Otu01787,Otu02807,1,0
Otu02058,Otu02807,1,0
Otu02129,Otu02807,1,0
Otu02170,Otu02807,1,0
Otu02173,Otu02807,1,0
Otu02282,Otu02807,1,0
Otu02561,Otu02807,1,0
Otu00525,Otu02813,1,0
Otu00546,Otu02813,1,0
Otu00551,Otu02813,1,0
Otu00950,Otu02813,1,0
Otu01024,Otu02813,1,0
Otu01239,Otu02813,1,0
Otu01267,Otu02813,1,0
Otu01327,Otu02813,1,0
Otu01415,Otu02813,1,0
Otu01488,Otu02813,1,0
Otu01558,Otu02813,1,0
Otu01672,Otu02813,1,0
Otu01731,Otu02813,1,0
Otu01804,Otu02813,1,0
Otu01821,Otu02813,1,0
Otu01870,Otu02813,1,0
Otu01880,Otu02813,1,0
Otu01919,Otu02813,1,0
Otu01966,Otu02813,1,0
Otu01993,Otu02813,1,0
Otu02041,Otu02813,1,0
Otu02060,Otu02813,1,0
Otu02125,Otu02813,1,0
Otu02165,Otu02813,1,0
Otu02213,Otu02813,1,0
Otu02214,Otu02813,1,0
Otu02262,Otu02813,1,0
Otu02301,Otu02813,1,0
Otu02317,Otu02813,1,0
Otu02363,Otu02813,1,0
Otu02420,Otu02813,1,0
Otu02607,Otu02813,1,0
Otu02666,Otu02813,1,0
Otu00977,Otu02833,1,0
Otu00987,Otu02833,1,0
Otu01213,Otu02833,1,0
Otu01406,Otu02833,1,0
Otu00236,Otu02838,1,0
Otu00637,Otu02838,1,0
Otu00679,Otu02838,1,0
Otu00733,Otu02838,1,0
Otu00749,Otu02838,1,0
Otu00780,Otu02838,1,0
Otu00816,Otu02838,1,0
Otu00883,Otu02838,1,0
Otu01002,Otu02838,1,0
Otu01210,Otu02838,1,0
Otu01260,Otu02838,1,0
Otu01385,Otu02838,1,0
Otu01554,Otu02838,1,0
Otu01600,Otu02838,1,0
Otu01605,Otu02838,1,0
Otu01797,Otu02838,1,0
Otu01818,Otu02838,1,0
Otu02258,Otu02838,1,0
Otu02260,Otu02838,1,0
Otu02421,Otu02838,1,0
Otu02435,Otu02838,1,0
Otu02755,Otu02838,1,0
Otu00366,Otu02844,1,0
Otu00476,Otu02844,1,0
Otu00521,Otu02844,1,0
Otu00531,Otu02844,1,0
Otu00588,Otu02844,1,0
Otu00617,Otu02844,1,0
Otu00777,Otu02844,1,0
Otu00783,Otu02844,1,0
Otu00886,Otu02844,1,0
Otu00957,Otu02844,1,0
Otu01086,Otu02844,1,0
Otu01098,Otu02844,1,0
Otu01160,Otu02844,1,0
Otu01180,Otu02844,1,0
Otu01245,Otu02844,1,0
Otu01291,Otu02844,1,0
Otu01370,Otu02844,1,0
Otu01469,Otu02844,1,0
Otu01538,Otu02844,1,0
Otu01556,Otu02844,1,0
Otu01588,Otu02844,1,0
Otu01616,Otu02844,1,0
Otu01643,Otu02844,1,0
